id,title,link,date,text
https://yle.fi/uutiset/11839286,"Nokia aiming to cut up to 10,000 jobs by 2023",https://yle.fi/uutiset/osasto/news/nokia_aiming_to_cut_up_to_10000_jobs_by_2023/11839286?origin=rss,"Tue, 16 Mar 2021 11:38:57 +0200","Nokia has announced plans to cut up to 10,000 jobs worldwide over the next two years.
In a statement, the Espoo-based telecoms company said it intended to ""reset its cost base,"" aiming to make savings of around 600 million euros by the end of 2023.
The company said that the cuts would offset investments in research and development focused on areas including 5G and cloud computing. The development could mean a net increase of jobs in Finland as the company continues to hire experts to work on its 5G technology.
Nokia currently employs around 90,000 people worldwide.
""Decisions that may have a potential impact on our employees are never taken lightly. Ensuring we have the right setup and capabilities is a necessary step to deliver sustainable long-term performance. My priority is to ensure that everyone impacted is supported through this process,"" said company CEO Pekka Lundmark in a statement.
Despite a 6 percent drop in sales, Nokia reported increased profits last year. The company made 918 million euros in 2020, up from 485 million in 2019."
https://yle.fi/uutiset/11839129,Kotka boosts portion sizes for distance-learners,https://yle.fi/uutiset/osasto/news/kotka_boosts_portion_sizes_for_distance-learners/11839129?origin=rss,"Tue, 16 Mar 2021 11:18:00 +0200","A packet of crispbread, spread, and a whole cucumber.
These are some of the things bulking out the meals being provided to high school students in the southeastern city of Kotka while they study remotely.
The change follows feedback after the first week of remote schooling, which suggested that the meals were lacking both in portion size and side dishes.
Parents raised concerns over the nutritional value of the meals, commenting in the local ""Puskaradio Kotka"" group on Facebook.
""A few people have praised the decision. Some said it was great that we reacted so quickly,"" said Kari Turkia, CEO of Kymijoki Food Services which is contracted to provide school meals in Kymenlaakso.
On Monday, vegetarian students in Kotka received a pot of spaghetti with beans. Yle weighed the portion and found it weighed around 400 grams, some 100 grams more than a similar portion weighed the week before.
Schoolchildren could also pick up a packet of crispbread, spread and a whole cucumber, which count as a week's worth of side dishes.
Story continues after photo.
The new, larger vegetarian main course provided to students in Kotka. Katri Mannonen / Yle
Municipalities scrambled to provide food to remote learning school children as most parts of the country entered a three-week period of heightened coronavirus restrictions, starting 8 March.
Parents in Vantaa also raised concerns about the meals available there.
""Based on these packages, you can see the level of school food in Vantaa is inferior,"" commented one parent online, according to Helsingin Sanomat.
But local authorities defended the food packages, saying that they were forced to act quickly.
""When information about [the transition to] distance learning came, we had to arrange everything at short notice,"" Vantaa's Director of Basic Education Ilkka Kalo told HS.
According to Kotka's Kymijoki Food Services, some dishes are difficult to obtain quickly because such a large proportion of the country's school students are now distance learning.
Distance learning measures currently in place in most areas are due to expire on 28 March.
Last week Left Alliance leader and Education Minister Li Andersson talked Covid and schools with All Points North.
You can listen to the full podcast using the embedded player here or via Yle Areena, Spotify, Apple Podcasts or your usual podcast player using the RSS feed."
https://yle.fi/uutiset/11839163,Espoo issues warning to potential quarantine violators,https://yle.fi/uutiset/osasto/news/espoo_issues_warning_to_potential_quarantine_violators/11839163?origin=rss,"Tue, 16 Mar 2021 10:43:57 +0200","Following a spike in quarantine rule breakers, the City of Espoo has issued a warning that breaking quarantine orders is punishable by law.
According to police statistics, the city said, there were 19 quarantine violations during the months of January and February, compared to 21 such breaches during all of last year.
The city said that because police usually discover individuals are breaking quarantine orders during the course of other duties, there were likely to be more violations than were reported.
People breaking quarantine can face fines or up to three months of jail time, even if they do not infect anyone else.
""Avoiding social encounters is the way we can most effectively prevent coronavirus from spreading. The virus variants are more contagious than the previous strain. Therefore, everyone must take the situation very seriously and reduce contact with others to a minimum,"" the city's basic security director, Sanna Svahn, said in a statement.
Svahn recommended that over the coming weeks, residents should only meet people from their own households.
""If you've been exposed to the virus and you have received quarantine orders, it is an absolute must: you cannot meet anyone other than those living in the same household,"" Svahn emphasised.
The city's statement on the matter noted that Espoo's coronavirus case rate was rising. It said as of Tuesday, the number of new cases per 100,000 residents was around 298, compared to 250 a week earlier.
Espoo Mayor Jukka Mäkelä also chimed in on the subject.
""We are fighting coronavirus together, and cooperation has gone well in Espoo. Measures only work when they're followed. This is especially true about quarantines,"" he said in a statement."
https://yle.fi/uutiset/11838995,"Tuesday's papers: Youth violence, vaccine plan, marshland destruction",https://yle.fi/uutiset/osasto/news/tuesdays_papers_youth_violence_vaccine_plan_marshland_destruction/11838995?origin=rss,"Tue, 16 Mar 2021 08:49:32 +0200","Tuesday's Ilta-Sanomat reports on an alleged case of violence among teenagers, drawing parallels with the recent, high-profile Koskela murder trial.
""According to the prosecutor, there are clear similarities in the case to Koskela in Helsinki,"" the tabloid writes. ""The young people took videos and pictures of the violence,"" it continues.
The case, which began at Päijät-Häme district court on Monday, concerns alleged acts of violence against three victims, aged 13 at the time, carried out by other school-age children. The alleged incidents are said to have occurred two years ago and not on school grounds, the paper reports.
The story comes after a citizens' initiative to make school bullying a criminal offence in its own right collected the required 50,000 signatures for it to be presented to Parliament for consideration.
In December Interior Minister Maria Ohisalo (Green) said the government was preparing an initiative aimed at tackling youth marginalisation and bullying.
How quickly can we vaccinate everyone?
Daily Helsingin Sanomat looks at an alternative plan that it says could see every adult in Finland receive a single dose of the coronavirus vaccine by June.
The paper says data models suggest that by giving all adults a single dose, authorities could achieve a ""good"" level of resistance to the virus across the country.
As HS puts it, ""it would be better to give good protection to everyone than excellent protection to some.""
The paper's numbers are based on an estimate from the Institute for Health and Welfare (THL) which assumes Finland will take delivery of 5.5 million doses of the vaccine by June this year.
The newspaper estimates that there are 1.8 million people aged over 70 or in high-risk groups who require a total of 3.6 million doses to be protected, which should be done by May, the paper says. After that, the remaining 1.9 million working age people could in theory all be given a single dose, after which a second round could begin.
""Thinking about it, it could probably be a way to increase the number of people protected, if the quantity of vaccines available in Finland is much less than promised,"" THL's Hanna Nohynek told the paper.
Oulu dumpsite sparks criticism
Oulu-based Kaleva covers an environmental story about an area of marshland in the northern city which has been used for disposing of excess soil.
Pyyryväissuo, a bog north-east of Oulu, was classified as an endangered habitat, Kaleva writes.
""The city has stated that endangered habitats will not be degraded and this activity is contrary to the city's own line,"" chair of the Oulu branch of the Finnish Association for Nature Conservation Inka Karvonen told the paper.
But Oulu city's surveyor Kaija Puhakka defended the decision, telling Kaleva that city authorities made an assessment that took into account the area's natural value but also the environmental impact of transporting the waste.
""Oulu is a growing city and in certain situations we have to go to so-called virgin areas,"" Puhakka said.
In 2020 Oulu designated the city's Sanginjoki forest as a protected area, in one of the city's biggest ever conservation moves.
""We believe that Oulu's forest nature conservation decisions compensate for the decisions that have to be made in different parts of the city, due to the city's natural growth,"" Puhakka told Kaleva."
https://yle.fi/uutiset/11838508,"EU recovery funds would enable largest single climate investment in history, minister says",https://yle.fi/uutiset/osasto/news/eu_recovery_funds_would_enable_largest_single_climate_investment_in_history_minister_says/11838508?origin=rss,"Mon, 15 Mar 2021 19:04:00 +0200","The Finnish government revealed plans on Monday about how the EU coronavirus crisis stimulus funding will be put to use.
Half of Finland's share of a nearly three-billion-euro Recovery and Resilience Facility will go towards helping the country make a ""green transition"" from reliance on fossil fuels while one-quarter of the funding will be used towards digitalisation, according to the Minsitry of Finance.
According to current estimates--and pending Parliamentary approval of the arrangement--Finland is to receive a total of around 2.9 billion euros out of the EU's 750 billion euro stimulus package over the next few years.
According to the Minister of the Environment and Climate Change, Krista Mikkonen (Green), the green transition funding would be the largest single climate investment that Finland has ever made.
Meanwhile, funding will help to increase funding in research, development and innovation by around 700 million euros, the government said.
In total, Finland can receive about 3 billion in grants. The country's contribution to the package will be around 6.6 billion euros during the years 2028-2058.
Reforms and development
Minister of Finance, Matti Vanhanen, who presented Finland's Sustainable Growth Programme plans at a press conference on Monday, said the focus of the investments have more to do with reform than crisis recovery.
""The government's programme for sustainable development aims for many positive effects for both the environment and people. Emissions will be reduced, our competitiveness and everyday life will improve throughout the country,"" Vahanen said.
According to estimates presented by Vanhanen, the green transition funding would help the country reduce its annual greenhouse gas emissions by three million tonnes, or roughly six percent of its emissions.
The finance minister said that the stimulus package would also help to increase Finland's GDP by half a percentage point during 2021-2023, adding that investments made possible by the package would mobilise more than three billion euros towards private investments.
Still needs approval
Finnish Parliament has not yet approved the stimulus package plans. Last month, Prime Minister Sanna Marin's (SDP) government won a confidence vote over the recovery package plans, a motion tabled by some opposition parties.
The Finns Party, Christian Democrats and Movement Now said at the time it was not in the country's best interest to take part in the stimulus package.
Like other EU states, Finland is facing an EU deadline at the end of April to present plans on how plans to use the funds. EU countries will jointly approve the plans of each member state.
The EU Commission has urged Finland and many other countries to focus on fewer but more effective projects.
The EU has said just over a third of the recovery funds should be used toward curbing climate change and that no money could be spent on efforts that were detrimental to climate goals.
The Finnish government noted that while the preliminary total of the EU's Recovery and Resilience Facility would be approximately 2.1 billion euros during 2021-2023, the actual final sum would not be known until the summer of 2022. It said the figure would be affected by the performance of the economy during this and next year.
Plans could still change
There are plans to invest in digital technologies, for example within the rail transport sector, which ""will enable more efficient use of rail capacity, reduce disruption and improve safety,"" according to a finance ministry statement issued Monday.
The programme will also help to bring high-speed internet connectivity to areas which do not receive such service, according to the ministry.
""The plan as currently presented can still be changed. The government aims to make it as effective as possible and to work transparently and in consultation with the different stakeholders. We welcome feedback and comments on the detailed programme now published,"" Vanhanen said in the ministry statement."
https://yle.fi/uutiset/11837958,Answers to 7 common questions about the coronavirus vaccine,https://yle.fi/uutiset/osasto/news/answers_to_7_common_questions_about_the_coronavirus_vaccine/11837958?origin=rss,"Mon, 15 Mar 2021 16:51:31 +0200","When the phone lines opened for a new age group to book coronavirus vaccination appointments in Oulu, more than 3,500 calls flooded in a matter of hours.
It's a similar situation nationwide.
In Helsinki people often try to make vaccination appointments ahead of time, while the majority of calls to the appointment booking service in Kainuu come from individuals not yet eligible for the jabs.
Yle gathered some of the most common questions people ask when calling the vaccination appointment lines and put them to two experts, Sirkku Kaltakari, service manager at Oulu Social and Health Services, and infectious diseases doctor Jarkko Huusko.
Here are their answers:
1. How do I know if it's my turn to get the vaccine?
Vaccinations are given according to a nationally-agreed schedule. The website of the Finnish Institute for Health and Welfare (THL) contains information on the order of vaccinations by age and risk groups.
If you can't find the information you need there, you can call your own health centre.
Story continues after the image.
The current vaccination schedule according to THL. THL
2. How was the vaccination schedule decided?
The schedule was decided by the National Advisory Committee on Vaccines (KRAR), which is appointed by THL and is being strictly followed.
Age is the most significant risk factor for coronavirus, which is why the elderly are being vaccinated first.
3. I booked an appointment online. How do I know if it worked?
You don't need to confirm an appointment you booked online by calling. In Oulu, for example, you can choose to receive a confirmation by email when you book your time slot.
4. Can I get the brand of vaccine I want?
For now, it is not possible to choose which brand of coronavirus vaccine you will receive.
A number of different coronavirus vaccines have been approved for use by the European Medicines Agency. Jarkko Riikonen / Yle
5. Can a carer get vaccinated at the same time as the person they care for? 
Carers living in the same household as the person they care for can be vaccinated. The appointment for both the care giver and care receiver can be reserved at the same time. People receiving regular care at home and their carers will receive the vaccine via their home care service.
6. Can you get vaccinated if you've already had the coronavirus? What about other illnesses or medical treatments? 
If you've had the coronavirus you can still get the vaccine, but there's no rush to get vaccinated. It's currently thought that recovering from the illness provides protection from new infection for up to six months.
Suffering from an infectious disease is a reason to delay vaccination. You can only get vaccinated when you're healthy and have recovered from the infection.
After receiving chemotherapy it's a good idea to let your body recover for a few days so your immune system can respond to the vaccine. High-dose cortisone treatment is also a barrier to getting vaccinated.
7. Can the vaccine give you coronavirus?
No it can't.
The vaccine may cause mild and brief symptoms near the injection site in some patients. General symptoms can include hot flushes, redness, swelling, pain or swelling of the lymph nodes.
Some people might also experience mild general symptoms like tiredness, feeling unwell or having a temperature, according to the experts."
https://yle.fi/uutiset/11837955,"Finns mostly trust weather forecasts and THL research, survey finds",https://yle.fi/uutiset/osasto/news/finns_mostly_trust_weather_forecasts_and_thl_research_survey_finds/11837955?origin=rss,"Mon, 15 Mar 2021 14:19:24 +0200","More than three quarters of Finns trust public data, like information from Statistics Finland, according to a recent survey by the non-profit NGO Foundation for Municipal Development.
Nearly as many respondents said they also trusted the country's official research bodies, such as the Finnish Institute for Health and Welfare (THL).
Confidence levels tended to increase in tandem with respondents' education levels, according to the survey.
When the respondents were divided politically, supporters of the Social Democratic Party, the National Coalition Party and the Green League tended to trust the data and information from public entities, while Finns Party voters tended to be most critical of such research findings, the survey found.
The country's weather forecasters received a great deal of trust among respondents, with more than four-out-of-five saying they trusted local weather forecasts completely or to some extent.
Meanwhile, a majority of respondents said they trusted economic forecasts and business barometers (around 65 percent) and party support surveys (60 percent).
Trust in this sort of data tended to increase with a respondent's age, although a greater proportion of university graduates, business executives and entrepreneurs also trusted it, according to the foundation.
The survey found the lowest levels of trust and confidence in horoscopes (8 percent) and megatrends (49 percent) which are used to predict future changes to society.
Horoscopes saw the most trust (18 percent) from people under the age of 30 and members of SAK, the Central Organisation of Finnish Trade Unions (16 percent).
The foundation's survey was carried out in November and December 2020 and queried more than 1,000 residents in Finland aged 18-79. The margin of error was fewer than three percentage points in either direction."
https://yle.fi/uutiset/11837798,University entrance exams to go ahead on campus,https://yle.fi/uutiset/osasto/news/university_entrance_exams_to_go_ahead_on_campus/11837798?origin=rss,"Mon, 15 Mar 2021 13:33:40 +0200","This year's university entrance exams will be held in person on campuses and at examination centres, industry body Unifi has announced. 
Unifi, the organisation that represents Finland's universities, said plans for the examinations had been ""drawn up taking into account the prevailing pandemic situation and the necessary safety arrangements.""
""We have estimated that conducting physical entrance examinations is the best way to ensure the fairness of student admissions in these circumstances. We have prepared carefully for the process and are confident that the entrance examinations can be carried out with thoroughly considered safety arrangements,"" said Petri Suomala, who chairs Unifi’s meetings for vice-presidents for education.
Programmes that have already announced they will hold entrance examinations remotely will carry those exams out as planned. Entrance examinations for arts subjects will be held both remotely and in person, Unifi said.
No leeway for sick students
In safety instructions jointly prepared by Finnish universities, this year's applicants are recommended to limit social contact for a period of two weeks before sitting their exams. Applicants must also maintain two metre safety distances and wear masks while at examination sites.
Applicants in quarantine or self-quarantine on exam day would not be able to take the tests, Unifi said. Special arrangements for those in isolation, including remote examinations or sitting the exam on a different day would not be possible, the organisation said.
""By carefully reviewing both the entrance examination instructions and the general coronavirus guidelines by the Finnish Institute for Health and Welfare (THL) in advance, applicants will ensure that the examination situation goes smoothly and the risk of infection can be minimised,"" Suomala said.
Last year's cohort of university applicants were largely admitted via remote exams taken at home or on the basis of their matriculation exam results.
The sudden shift led to complaints to the parliamentary ombudsman after some students were told they would have to sit admissions exams with only a few days' notice.
82,000 exam spots for universities of applied sciences applicants
Entrance tests for universities of applied sciences are due to take place between 31 May and 9 June. There are 82,000 places available for applicants to sit the tests in 25 locations nationwide.
Applicants will be able to choose a test site closer to home in order to minimise travel.
""Examination places are available in Kajaani, Joensuu, Lahti, Lappeenranta, Kemi, Rovaniemi, Helsinki, Oulu, Pori, Kuopio, Seinäjoki, Jyväskylä, Tampere, Turku, Vaasa, Kouvola, Kotka, Savonlinna, Mikkeli, Raseborg, Hämeenlinna, Ylivieska and Pieksämäki,"" said Executive Director Petri Lempinen from Arene, the organisation representing universities of applied sciences in Finland.
For the first time, the standardised entrance exam for universities of applied sciences will include a section on emotional intelligence, to be completed by applicants to social care, health, sports and beauty care programmes, as well as those applying to humanities and education subjects."
https://yle.fi/uutiset/11837623,"Finland to trial ""two-week"" permit process times in work-based immigration effort",https://yle.fi/uutiset/osasto/news/finland_to_trial_two-week_permit_process_times_in_work-based_immigration_effort/11837623?origin=rss,"Mon, 15 Mar 2021 12:45:59 +0200","The Ministry of Economic Affairs and Employment announced a series of new measures aimed at promoting work-based immigration and attracting highly-skilled workers to Finland.
Minister of Employment Tuula Haatainen (SDP) said the business community's desire for the country to streamline and expedite work-related immigration application processes were justified.
""At the same time, the attitudes of Finnish society continue to make it more difficult for those who have already moved to the country to find employment,"" Haatainen said at a press conference on Monday morning.
The minister noted that people with an immigrant-background name receive far fewer invitations to job interviews, even if their education, work experience and language skills are the same as those of other applicants.
Haatainen criticised employers in both the public and private sectors over this issue.
""The government's efforts to attract international specialists will be futile if attitudes prevent the use of their knowledge and expertise,"" Haatainen said, as she set out the measures that will be taken to promote work-based immigration.
Yle News reporter Ndéla Faye wrote about the problem of ""brain waste"" in Finland and spoke about the issue on the All Points North podcast. You can listen to the full podcast using the embedded player here or via Yle Areena, Spotify, Apple Podcasts or your usual podcast player using the RSS feed.
Article continues after audio.

Streamlining residence permit process
There is still too much bureaucracy involved with the processing of work and education-based residence permits, Haatainen said.
The current government had promised that by the end of its term of office, the average processing time for work and education-based residence permits will be 30 days.
However, according to the ministry, there is no easy way to streamline the residence permit process, but there is room for improvement in both legislation and official procedures. The ministry's proposed amendments to the law are scheduled to be brought to Parliament for consideration later this year.
""The acceleration of work- and education-based processes will promote Finland's chances in global competition for specialists, as well as the internationalisation of business and innovation activities and the attracting of investment to Finland,"" the ministry's statement read.
The ministry has set out a number of objectives aimed at attracting international specialists to Finland, which have been included in the Talent Boost programme (external link).
Fast track for startup entrepreneurs
In addition to streamlining the residence permit processes in general, the government plans to create a new fast lane for international specialists, startup entrepreneurs and their family members.
In this fast track, a decision on an electronic residence permit application is promised within 14 days of sending and paying for the application online.
The ministry plans to pilot this project later this year, if the technology required can be put in place.
Target specialists from New Delhi, Silicon Valley
The Ministry also announced that it is preparing two recruitment pilot projects aimed at attracting specialists and startup entrepreneurs to Finland from Silicon Valley in the United States and New Delhi in India.
Companies participating in the pilots are promised support for international recruitment.
""As part of the recruitment pilots, a first-stage pilot of the fast lane will also be carried out, in which specialists and startup entrepreneurs and their family members will be given a service promise of two weeks for the processing of residence permits,"" the ministry stated, adding that Finland's attractiveness among high-skilled international specialists has been relatively low so far.
Story continues after the photo.
The offices of the Finnish Immigration Services, Migri.Jouni Immonen / Yle
Haatainen said that these pilot projects will only begin to gain momentum once the coronavirus epidemic has subsided.
""It has been assessed that safety and a functioning society, which have already been identified as Finland's attractions, will be further emphasised in the post-coronavirus era,"" Haatainen said at the Monday morning press conference.
Diversity programme
The ministry further revealed plans to introduce a programme aimed at highlighting and promoting diversity within the Finnish workplace.
""The programme will include services that strengthen diversity and internationalisation of working life through business and employer services,"" the release stated. ""Diversity benefits businesses. A company whose employees represent different ethnic groups and genders is also more financially viable.""
The aim of the programme is for companies and organisations to benefit from diversity and to make it easier for immigrants to access jobs that match their skills and to advance in their careers, the ministry added.
Tackling problems associated with work-based immigration
Haatainen also addressed some of the problems associated with work-based immigration, such as exploitation of foreign workers by Finnish employers.
""We should not be naive,"" Haatainen said. ""For the lower-skilled workforce, poor language skills combined with an over-reliance on the employer create an atmosphere and an opportunity for exploitation of employees.""
Story continues after the photo.
Yle reported on the widespread exploitation of foreign construction workers in Finland in September.Silja Viitala / Yle                                                          
Last December, the government proposed making amendments to the Aliens Act that would help to prevent the exploitation of foreign workers more effectively.
On Monday, the ministry stated that most foreigners applying for a job in Finland have little or no knowledge of the rules of the Finnish labour market.
For this reason, information for foreign workers will be offered at foreign embassies when a visa or residence permit is issued. In addition, further details will also be provided about who to contact if there are problems with the employer.
""Work-based immigration will only be sustainable if we follow the rules of the Finnish labour market. That is why we have included measures to combat the above-mentioned side effects,"" Haatainen said.
The Ministry of Economic Affairs and Employment sets out the reasons why the government is taking action to address these issues.
""The number of working-age people in Finland is decreasing and population growth is taking place exclusively through immigration. Without adequate immigration, Finland's labour supply and employment will fall substantially in the longer term, with implications for the dependency ratio, the employment rate and the sustainability gap,"" the ministry said.
Finland has already identified a shortage of specialists in the IT sector, healthcare and construction.
""In 2019, we lost about 65,000 jobs due to a shortage of specialists,"" Haatainen explained. ""If jobs are not created, Finland will not be able to fully develop."""
https://yle.fi/uutiset/11837521,Neste chooses Rotterdam over Porvoo for billion-euro refinery,https://yle.fi/uutiset/osasto/news/neste_chooses_rotterdam_over_porvoo_for_billion-euro_refinery/11837521?origin=rss,"Mon, 15 Mar 2021 11:18:45 +0200","Majority state-owned oil company Neste has announced it will look to build a new renewable fuel facility in Rotterdam, saying it would be cheaper to build in the Dutch port city than it would in Porvoo.
""Based on the thorough studies and calculations, the overall cost of the investment is significantly lower in Rotterdam. Our decision relies on ensuring our future competitiveness and our renewables’ growth strategy execution,"" Neste CEO Peter Vanacker said in a statement.
Earlier in March, a report in business paper Kauppalehti suggested that establishing the new refinery in Rotterdam would be up to 500 million euros cheaper than in Porvoo.
Neste already has a biorefinery plant in Rotterdam, which means that locating the facility there will mean expanding existing infrastructure.
The decision goes against the wishes of Prime Minister Sanna Marin (SDP), who had previously said the government would ""leave no stone unturned"" in efforts to secure Neste's investment in Finland.
It also follows a decision to close the company's Naantali refinery in November last year, at the cost of 370 jobs.
Neste said it was preparing to make a final decision on the investment in late 2021 or early 2022."
